id,name,description,prompt,preview_image,is_free,is_active,price,currency,is_archived,archived_at,display_order,usage_count,created_at,updated_at
37,Goa Beach Bonfire Shoot,Goa Beach Bonfire Shoot,"Upload the couple's basic image and generate a romantic beach bonfire pre-wedding shoot in Goa. The couple sits on a wooden bench near a glowing bonfire, with palm trees and waves in the backdrop. The bride wears a casual maxi dress in vibrant tropical colors, while the groom wears a white linen shirt with rolled-up sleeves. Lighting: warm firelight glow mixed with soft moonlight for balance. Camera: 50mm f/1.2 lens, capturing sharp couple details and blurred fire embers. Angle: slightly low, framing couple with bonfire flames. Atmosphere: intimate, casual, tropical. Editing: cinematic warm tones with enhanced glow, natural skin retouching. Additional details: fire sparks, drinks on table, driftwood logs around fire. This must look like a romantic Goan evening getaway pre-wedding shoot. Don't change the uploaded couple's face and body.",template_previews\template37.png,FALSE,TRUE,50,INR,FALSE,,37,0,05-12-2025 12:00,05-12-2025 12:00
38,Jaipur Pink City Heritage Walls,Jaipur Pink City Heritage Walls,"Upload the couple's basic image and create a pre-wedding shoot in Jaipur's Pink City backdrop. The couple stands against intricate pink sandstone walls with Rajput architecture visible. The bride wears a peach lehenga with gota patti work, while the groom wears a cream kurta with pastel jacket. Lighting: natural afternoon sunlight softened with diffused fill-light. Camera: 35mm lens capturing both architecture and couple. Angle: frontal shot with wall symmetry. Atmosphere: vibrant, cultural, traditional. Editing: bright pastel grading with enhanced pink tones, cinematic clarity. Details: colorful Rajasthani motifs, carved arches, pigeons flying overhead. This must feel like a Jaipur destination pre-wedding session. Don't change the uploaded couple's face and body.",template_previews\template38.png,FALSE,TRUE,50,INR,FALSE,,38,0,05-12-2025 12:00,05-12-2025 12:00
39,Kashmir Tulip Garden - Floral Dream,Kashmir Tulip Garden - Floral Dream,"Upload the couple photo. Do not change their face and body. Generate a pre-wedding photo in Kashmir's Indira Gandhi Tulip Garden. Male in pastel kurta, female in pastel pink lehenga with floral embroidery. Lighting: soft spring daylight, vibrant color reflections on faces. Skin: fresh glowing texture. Backdrop: rows of tulips in multiple colors, mountains faintly behind. Camera angle: low angle wide shot of couple standing amidst tulips, gown flowing with breeze. Lens: 35mm for wide floral expanse. Editing: vibrant saturated colors, cinematic bloom. Must look like a dreamlike romantic editorial.",template_previews\template39.png,FALSE,TRUE,50,INR,FALSE,,39,0,05-12-2025 12:00,05-12-2025 12:00
40,Rishikesh Suspension Bridge - Adventurous Love,Rishikesh Suspension Bridge - Adventurous Love,"Upload the couple photo. Do not change their face and body. Generate a pre-wedding photo on Laxman Jhula bridge, Rishikesh. Male in casual kurta with scarf, female in long gown. Lighting: golden sunlight reflecting off Ganga. Skin: natural tone with golden warmth. Backdrop: suspension bridge ropes, mountains and river behind. Camera angle: wide shot of couple at bridge center, river flowing below. Lens: 24mm wide cinematic. Editing: warm adventure tones, HDR sharpness. Must look like a travel adventure pre-wedding magazine cover.",template_previews\template40.png,FALSE,TRUE,50,INR,FALSE,,40,0,05-12-2025 12:00,05-12-2025 12:00
41,Luxurious Yacht Shoot,Luxurious Yacht Shoot,"Upload the couple's basic image and generate a pre-wedding photoshoot on a private yacht. The couple poses on the deck with turquoise ocean and clear skies in the background. The bride wears a chic white off-shoulder gown with flowing fabric, while the groom wears a navy blazer with open collar shirt. Lighting: natural mid-day sun softened with reflector for flattering tones. Camera: 50mm lens for crisp details, with blurred waves in backdrop. Angle: slightly elevated diagonal framing with ocean horizon cutting across background. Atmosphere: glamorous, modern, luxurious. Editing: cinematic sharpness, high-contrast whites and blues, glossy retouching. Additional elements: champagne bottle, sunglasses, seagulls in flight, sparkling water reflections. This should feel like a luxury yacht pre-wedding shoot in Goa or Maldives. Don't change the uploaded couple's face and body.",template_previews\template41.png,FALSE,TRUE,50,INR,FALSE,,41,0,05-12-2025 12:00,05-12-2025 12:00
42,Rainy Street Romance,Rainy Street Romance,"Upload the couple's basic image and generate a romantic rainy street pre-wedding shoot. The couple stands on a wet cobblestone street holding a single black umbrella. Reflections from street lamps glow on the ground. The bride wears a short modern cocktail dress in red, while the groom wears a slim-fit black suit. Lighting: evening city streetlights mixed with reflections from puddles. Camera: 85mm portrait lens for intimate sharpness, raindrops blurred in background. Angle: close-up slightly tilted upward capturing couple's gaze. Atmosphere: romantic, cinematic, urban. Editing: film-inspired grading with cool rain tones and warm highlights from lamps. Additional details: water droplets on umbrella, neon reflections, blurred silhouettes of people walking in distance. This must feel like a Bollywood rain romance pre-wedding. Don't change the uploaded couple's face and body.",template_previews\template42.png,FALSE,TRUE,50,INR,FALSE,,42,0,05-12-2025 12:00,05-12-2025 12:00
43,Cherry Blossom Garden,Cherry Blossom Garden,"Upload the couple's basic image and generate a romantic cherry blossom pre-wedding shoot. The couple stands under a canopy of pink blossoms falling around them. The bride wears a pastel pink gown with soft tulle layers, while the groom wears a grey formal suit. Lighting: soft diffused spring sunlight with highlights bouncing through blossoms. Camera: 85mm portrait lens with blossoms creating natural bokeh. Angle: close-up mid-shot framed by tree branches. Atmosphere: dreamy, fairytale, romantic. Editing: pastel cinematic grading with soft pink highlights, smooth skin retouching. Additional details: petals in bride's hair, fallen flowers on ground, soft breeze moving branches. This must feel like a Japanese-style spring pre-wedding fantasy. Don't change the uploaded couple's face and body.",template_previews\template43.png,FALSE,TRUE,50,INR,FALSE,,43,0,05-12-2025 12:00,05-12-2025 12:00
44,Modern Glass Building Shoot,Modern Glass Building Shoot,"Upload the couple's basic image and transform it into a contemporary pre-wedding shoot in front of a modern glass skyscraper. The couple stands on polished marble steps with glass reflections towering above. The bride wears a sleek satin gown, while the groom wears a black tuxedo. Lighting: late-afternoon golden hour bouncing off glass surfaces. Camera: 35mm lens capturing architectural lines. Angle: low upward framing couple against skyscraper. Atmosphere: modern, chic, urban. Editing: cinematic sharp tones with glossy highlights, clean skin retouching. Additional details: reflections of clouds on glass, soft wind moving bride's hair, lens flare across frame. This should feel like a luxury editorial pre-wedding in a city skyline setting. Don't change the uploaded couple's face and body.",template_previews\template44.png,FALSE,TRUE,50,INR,FALSE,,44,0,05-12-2025 12:00,05-12-2025 12:00
45,Vineyard Sunset Romance,Vineyard Sunset Romance,"Upload the couple's basic image and generate a vineyard pre-wedding photoshoot at golden sunset. The couple walks through rows of grapevines with soft golden rays streaming through leaves. The bride wears a pastel gown with floral embroidery, while the groom wears a cream blazer with open shirt. Lighting: natural golden sunset with rim-light glow. Camera: 50mm lens focusing on couple, blurred grapevines in depth. Angle: diagonal framing capturing vineyard rows. Atmosphere: romantic, cinematic, rustic luxury. Editing: warm cinematic tones with sun flares, natural skin tones, soft retouch. Additional elements: grapes hanging, wine barrel props, butterflies. This must look like a Tuscan or Nashik vineyard pre-wedding session. Don't change the uploaded couple's face and body.",template_previews\template45.png,FALSE,TRUE,50,INR,FALSE,,45,0,05-12-2025 12:00,05-12-2025 12:00
46,Amritsar Golden Temple - Sacred Love,Amritsar Golden Temple - Sacred Love,"Upload the couple photo. Do not change their face and body. Generate a pre-wedding photo at Golden Temple, Amritsar. Male in cream kurta-pajama with turban, female in elegant red Punjabi suit with phulkari dupatta. Lighting: golden temple lights reflecting on Sarovar water at night. Skin: soft golden glow from temple light. Backdrop: illuminated Golden Temple, shimmering water reflections. Camera angle: mid-wide shot of couple standing near Sarovar edge, temple central in frame. Lens: 35mm cinematic. Editing: golden tones, HDR temple glow, soft romantic haze. Must look like a spiritual pre-wedding masterpiece.",template_previews\template46.png,FALSE,TRUE,50,INR,FALSE,,46,0,05-12-2025 12:00,05-12-2025 12:00
47,Vintage Royal Car Shoot,Vintage Royal Car Shoot,"Upload the couple's basic image and generate a pre-wedding photoshoot with a vintage royal car. The couple stands beside a classic white convertible decorated with flowers, parked in a palace courtyard. The bride wears a satin champagne gown, while the groom wears a tailored tuxedo. Lighting: golden sunset with natural flares across the car's chrome details. Camera: 85mm lens, shallow depth capturing couple and blurred palace. Angle: side view capturing couple leaning on car, with palace arches in background. Atmosphere: glamorous, cinematic, retro-luxury. Editing: cinematic grading with warm tones, shiny reflections enhanced. Additional details: polished chrome, flying dupatta in wind, soft petals on ground. This should resemble a royal celebrity pre-wedding editorial. Don't change the uploaded couple's face and body.",template_previews\template47.png,FALSE,TRUE,50,INR,FALSE,,47,0,05-12-2025 12:00,05-12-2025 12:00
60,Hyderabad Chowmahalla Palace - Nizam Romance,Hyderabad Chowmahalla Palace - Nizam Romance,"Upload the couple photo. Do not change their face and body. Generate a pre-wedding shot inside Chowmahalla Palace, Hyderabad. Male in sherwani with embroidered stole, female in heavily embroidered Anarkali gown. Lighting: chandelier-lit interiors with soft golden highlights. Skin: glowing warm textures. Backdrop: royal hall with arches, chandeliers, palace décor. Camera angle: low wide shot inside grand hall, couple central with chandelier above. Lens: 24-70mm cinematic. Editing: royal golden grading, HDR palace textures, luxury tones. Must look like a regal Nizam-era pre-wedding editorial.",template_previews\template60.png,FALSE,TRUE,50,INR,FALSE,,48,0,05-12-2025 12:00,05-12-2025 12:00
49,Bollywood Style Rooftop Dance,Bollywood Style Rooftop Dance,"Upload the couple's basic image and generate a Bollywood-style rooftop dance pre-wedding shoot. The couple stands on a decorated rooftop terrace with fairy lights, drapes, and marigold flowers. The bride wears a glittering lehenga with sequins, while the groom wears a kurta-pyjama with embroidered jacket. Lighting: artificial fairy lights with spot-light highlighting couple. Camera: 35mm lens capturing energy and movement. Angle: dynamic tilted frame capturing couple mid-dance. Atmosphere: festive, lively, cinematic. Editing: vibrant Bollywood grading with high contrast, colorful tones. Details: sparklers, flower petals, dhols in background. This must look like a filmy Bollywood pre-wedding shoot. Don't change the uploaded couple's face and body.",template_previews\template49.png,FALSE,TRUE,50,INR,FALSE,,49,0,05-12-2025 12:00,05-12-2025 12:00
50,Jaipur Rambagh Palace Garden - Regal Love,Jaipur Rambagh Palace Garden - Regal Love,"Upload the couple photo. Do not change their face and body. Generate a pre-wedding scene in Rambagh Palace gardens, Jaipur. Male in ivory sherwani, female in crimson lehenga with traditional jewelry. Lighting: soft golden evening glow across palace gardens. Skin: radiant natural texture. Backdrop: manicured palace lawns, royal fountains, heritage palace in distance. Camera angle: mid-wide shot of couple walking hand in hand, palace slightly blurred behind. Lens: 50mm portrait cinematic. Editing: warm royal tones, HDR highlights, cinematic vignette. Must look like a luxury wedding editorial poster.",template_previews\template50.png,FALSE,TRUE,50,INR,FALSE,,50,0,05-12-2025 12:00,05-12-2025 12:00
51,Mountain Top Sunrise Shoot,Mountain Top Sunrise Shoot,"Upload the couple's basic image and generate a sunrise pre-wedding photoshoot on a mountain cliff. The couple stands on a rugged cliff edge with rolling valleys below and the first light of dawn breaking across the horizon. The sky transitions from deep blue to golden orange, casting soft light on the couple. The bride wears a flowing chiffon gown in pastel peach, fluttering in the morning breeze, while the groom wears a sharp navy-blue suit with a pocket square for contrast. Lighting: use natural sunrise lighting with a golden rim glow highlighting their silhouettes. Add a reflector effect to softly illuminate their faces. Camera: 85mm portrait lens, capturing sharp facial details and natural skin texture, with blurred mountain ranges creating cinematic depth. Angle: wide yet intimate—slightly low, capturing the expanse of the valley behind them. Atmosphere: adventurous yet romantic, giving a sense of grandeur and freedom. Editing style: cinematic with golden highlights, light mist in the valleys, and softened shadows for depth. Small details like wind in the bride's gown, dewdrops on grass, and soft haze enhance realism. This image must look like an epic Bollywood pre-wedding shot planned at dawn. Don't change the uploaded couple's face and body.",template_previews\template51.png,FALSE,TRUE,50,INR,FALSE,,51,0,05-12-2025 12:00,05-12-2025 12:00
52,Luxury Hotel Rooftop Shoot,Luxury Hotel Rooftop Shoot,"Upload the couple's basic image and generate a modern luxury rooftop pre-wedding shoot at a high-end hotel overlooking a glowing city skyline at night. The couple stands on a glass terrace with twinkling city lights below and a starry night sky above. The bride wears a glamorous deep red gown with sequins that shimmer against the lights, while the groom wears a tailored black tuxedo. Lighting: cinematic setup with softbox front-light for the couple and ambient city glow as natural background lighting. Add subtle blue and gold tones to balance the atmosphere. Camera: 35mm wide lens, capturing both the couple and the panoramic skyline. Angle: slightly elevated diagonal framing, giving cinematic depth. Atmosphere: glamorous, urban, sophisticated. Editing style: high-fashion magazine look, with sharp clarity, cool-toned highlights, and glossy skin retouching. Additional details: bokeh effect from blurred city lights, champagne glasses on the side table, and gentle wind brushing the bride's hair for motion. This shot must feel like a luxury destination pre-wedding photoshoot in Mumbai or Dubai. Don't change the uploaded couple's face and body.",template_previews\template52.png,FALSE,TRUE,50,INR,FALSE,,52,0,05-12-2025 12:00,05-12-2025 12:00
53,Traditional Temple Courtyard,Traditional Temple Courtyard,"Upload the couple's basic image and place them in a heritage temple courtyard shoot that blends tradition and serenity. The backdrop features intricately carved temple pillars, stone pathways, and diyas lit along the steps. The bride wears a traditional Kanjeevaram saree in deep maroon and gold, accessorized with temple jewelry, while the groom wears a cream kurta with gold embroidery and a silk dupatta. Lighting: warm golden natural light with additional diffused fill-light, creating balance between temple carvings and couple highlights. Camera: 50mm f/1.2 lens, sharp focus on the couple, blurred temple background for cinematic separation. Angle: frontal mid-shot with symmetry from temple architecture. Atmosphere: divine, cultural, serene. Editing: soft golden tones, rich color grading, with slightly enhanced textures of stone carvings. Additional details: temple bells, soft incense smoke, and falling flower petals for realism. This must look like a traditional South Indian pre-wedding session in a heritage temple. Don't change the uploaded couple's face and body.",template_previews\template53.png,FALSE,TRUE,50,INR,FALSE,,53,0,05-12-2025 12:00,05-12-2025 12:00
54,Monsoon Romance Garden Shoot,Monsoon Romance Garden Shoot,"Upload the couple's basic image and transform it into a monsoon romance garden pre-wedding shoot. The couple stands under a transparent umbrella, surrounded by lush greenery, blooming flowers, and gentle rain falling around them. The bride wears a pastel green lehenga with floral embroidery, while the groom wears a light beige kurta with a Nehru jacket. Lighting: soft diffused overcast lighting with subtle highlights to keep skin tones bright against the rainy backdrop. Camera: 85mm lens, focusing sharply on the couple's expressions, with blurred raindrops creating dreamy bokeh. Angle: close-up slightly tilted upward, emphasizing raindrops falling behind them. Atmosphere: romantic, natural, intimate. Editing: cinematic cool tones with slightly desaturated greens, water reflections on leaves, and raindrops enhanced for realism. Additional details: wet stone pathways, misty garden benches, and droplets on the umbrella. This must feel like a Bollywood monsoon song pre-wedding moment. Don't change the uploaded couple's face and body.",template_previews\template54.png,FALSE,TRUE,50,INR,FALSE,,54,0,05-12-2025 12:00,05-12-2025 12:00
55,Pondicherry French Colony - Coastal Elegance,Pondicherry French Colony - Coastal Elegance,"Upload the couple photo. Do not change their face and body. Generate a pre-wedding photo in French Quarter, Pondicherry. Male in white linen shirt, female in pastel floral gown. Lighting: bright coastal sunlight with soft pastel tones. Skin: glowing natural with even light. Backdrop: yellow and white colonial houses, cobblestone streets. Camera angle: mid-shot of couple leaning against villa doorway, bougainvillea flowers cascading above. Lens: 50mm portrait cinematic. Editing: pastel cinematic grading, vibrant floral highlights. Must look like a romantic travel editorial.",template_previews\template55.png,FALSE,TRUE,50,INR,FALSE,,55,0,05-12-2025 12:00,05-12-2025 12:00
56,Ladakh Monastery - Spiritual Love,Ladakh Monastery - Spiritual Love,"Upload the couple photo. Do not change their face and body. Generate a pre-wedding photo in front of a Buddhist monastery in Ladakh. Male in woolen kurta and shawl, female in long flowing gown with Tibetan jewelry. Lighting: crisp mountain daylight with high contrast. Skin: radiant with cool undertones. Backdrop: colorful prayer flags fluttering, monastery walls, snow peaks in distance. Camera angle: wide cinematic mid-shot, couple holding hands with prayer flags framing composition. Lens: 24-70mm for depth. Editing: cool grading, HDR sky details, spiritual tones. Must look like a sacred travel pre-wedding image.",template_previews\template56.png,FALSE,TRUE,50,INR,FALSE,,56,0,05-12-2025 12:00,05-12-2025 12:00
57,Goa Beach Night - Starry Romance,Goa Beach Night - Starry Romance,"Upload the couple photo. Do not change their face and body. Generate a pre-wedding scene on a Goa beach at night. Male in casual white shirt, female in flowing satin gown. Lighting: moonlight glow with fairy lights on beach. Skin: softly glowing with blue undertones. Backdrop: ocean waves faintly visible, starry night sky, lanterns glowing. Camera angle: close-up romantic shot, couple embracing under stars. Lens: 85mm portrait for intimacy. Editing: cool cinematic tones, HDR starry sky, dreamy grading. Must look like a romantic night editorial.",template_previews\template57.png,FALSE,TRUE,50,INR,FALSE,,57,0,05-12-2025 12:00,05-12-2025 12:00
58,Golden Hour Beach Romance,Golden Hour Beach Romance,"Upload the couple's basic image and transform it into a golden hour beach pre-wedding shoot. Place the couple barefoot on soft golden sand with the sun setting over the horizon, casting a warm, glowing light. The sky should have gradients of orange, pink, and purple, reflecting beautifully on the waves. Add soft backlighting to create a natural halo effect around the couple's hair and outline. The bride wears a flowing pastel lehenga with light embroidery that catches the sunlight, while the groom wears a linen kurta-pyjama in off-white tones, casual yet elegant. The outfits flow naturally in the breeze. Camera settings: use an 85mm f/1.4 portrait lens, capturing crisp detail of skin texture while maintaining a cinematic shallow depth of field. Angle: slightly low, framing the couple with the glowing ocean in the background. Lighting: soft natural light with gentle reflector bounce for warm tones on their faces. Skin tone: flawless and natural, keeping texture intact, with smooth retouching. Editing style: cinematic with warm golden tones, soft highlights, and magazine-level retouching. Atmosphere: romantic, free-spirited, dreamy. Small details like seashells, wet sand reflections, and flying seagulls in the distance complete the realism. Ensure this looks like a professional pre-wedding shoot captured by a celebrity photographer. Don't change the uploaded couple's face and body.",template_previews\template58.png,FALSE,TRUE,50,INR,FALSE,,58,0,05-12-2025 12:00,05-12-2025 12:00
59,Sikkim Kanchenjunga View - Mountain Majesty,Sikkim Kanchenjunga View - Mountain Majesty,"Upload the couple photo. Do not change their face and body. Generate a pre-wedding photo with Kanchenjunga mountain range in backdrop. Male in warm wool attire, female in velvet gown with flowing train. Lighting: crisp early morning sunlight casting golden light on peaks. Skin: glowing natural with cool undertones. Backdrop: towering snow peaks with clouds drifting. Camera angle: wide shot from cliff edge, couple central with mountain horizon behind. Lens: 24mm wide cinematic. Editing: cool cinematic grading, HDR mountain highlights. Must look like a luxury adventure pre-wedding poster.",template_previews\template59.png,FALSE,TRUE,50,INR,FALSE,,59,0,05-12-2025 12:00,05-12-2025 12:00
